"","condition","mean_speed","sd_speed","sinuosity","sinuosity_redisc","sinuosity_smooth_redisc","straightness_DL_ratio","straightness_r","Emax_a","Emax_b","Emax_b_100deg","Emax_a_unrediscretised","Emax_b_unrediscretised","ESqDiffusionDistance","EDiffusionDistance","TrajExpDrift","TrajExpDriftDist","TrajNestNearest","min_deltaS","min_C","filename"
"25","FVIce",1.88815974832039,0.667705227196985,1.52171243073422,0.558760970257208,0.325643527730857,0.855229949699058,0.98547668133144,63.5586630002217,6.35586630002217,0.308132271443368,10.8732617093063,0.821218203698622,0.156925961433321,0.351068884834742,0.984510212053237,0.393804084821295,8.20041597287006,NA,NA,"2013-12-04_ovalFVIce_yellowYellow_gps.csv"
"26","FVIce",1.88621153983789,0.971376010605182,1.46417741776237,0.730923692153446,0.373859602059124,0.346727354656613,0.975413706196413,36.9356964409176,3.69356964409176,0.0251649097908623,11.7323390205974,0.885186929997645,0.154797041407513,0.348679382844498,0.973639603491729,0.389455841396692,8.70935020851902,NA,NA,"2014-12-02_ovalFVIce_greenGreen_gps.csv"
"27","FVIce",1.29057863707638,0.507275186810715,2.21218738485916,1.40040118798484,1.17768590400336,0.163607259909042,0.906772218934818,9.69823592416402,0.969823592416402,0.0174183380698823,7.33940663614685,0.378883256537109,0.142162721849255,0.334147184103034,0.906526645412511,0.362610658165004,9.29542625157328,NA,NA,"2014-12-02_ovalFVIce_red_gps.csv"
"28","FVIce",1.18636629385752,0.608943772230595,3.35409021181494,1.20068054746775,0.884923659895322,0.266869032686305,0.944453012969444,13.3731488663395,1.33731488663395,-0.0195396229426788,3.11456223951265,0.147800466443168,0.146562485684918,0.339278509605161,0.930425823227789,0.372170329291116,10.2597339400519,NA,NA,"2014-12-05_ovalFVIce_redred_gps.csv"
"29","FVIce",1.21696797996991,0.498362510714486,3.16471885848098,1.35971952274224,0.90002047172982,0.09675119843869,0.92002505096051,10.3176102312622,1.03176102312622,0.0107012510143108,3.51838556787382,0.171270503091628,0.143095339847565,0.335241431071714,0.911642124126369,0.364656849650548,9.66361362449286,NA,NA,"2014-12-05_ovalFVIce_white_gps.csv"
"30","FVIce",1.26400709061337,0.481316203005839,2.14819894032509,1.07882253006687,0.701837637694892,0.442917125849708,0.943591282194456,16.6842261831569,1.66842261831569,0.0598857837361308,7.9992905255455,0.404446397766633,0.149006632597923,0.342095798828993,0.943452431017172,0.377380972406869,7.05286006423592,NA,NA,"2014-12-05_ovalFVIce_yellow_gps.csv"
"31","FVIce",0.956272409351735,0.578683263394574,4.09818438916883,1.7484849663582,1.58923547678979,0.180213877036279,0.899447976270563,6.04193448555749,0.604193448555749,-0.0125942087848314,2.43008819212551,0.0929530516168426,0.13355802250198,0.323876867929851,0.857993566675332,0.343197426670133,10.6350508693844,NA,NA,"2014-12-09_ovalFVIce_white_gps.csv"
"32","FVIce",1.68868602491191,0.665614965252062,2.17260585494358,1.03235122767629,0.885805763459306,0.592620085629147,0.955272265639596,18.2661437402113,1.82661437402113,-0.0291962400123038,5.69508605802419,0.384688489474245,0.149885706661268,0.343103422791567,0.948095477045941,0.379238190818376,10.6501536379646,NA,NA,"2014-12-09_ovalFVIce_yellowYellow_gps.csv"
"33","ZVNoIce",1.25352830592163,0.447119371307593,2.88351524583656,1.92152385240194,1.56812244267466,0.176664976497751,0.831635382746376,4.91674555936015,0.491674555936015,0.020563742716308,4.23362558298049,0.212278780197601,0.128957577261635,0.318249971464999,0.830988169092716,0.332395267637086,10.3363452938344,NA,NA,"2014-12-02_ovalZVNoIce_blue_gps.csv"
"34","ZVNoIce",1.51370087834272,0.449474196728695,1.87688376478197,1.1532869729947,0.909400048691861,0.348581917138996,0.947260153058014,14.5367930543716,1.45367930543716,-0.0258414921586153,8.83272564267351,0.534804182539006,0.147536261991291,0.340403744401387,0.935636653168999,0.3742546612676,10.7243640480889,NA,NA,"2014-12-02_ovalZVNoIce_blueBlueOval_yellow__gps.csv"
"35","ZVNoIce",1.46943741296124,0.591809516657362,1.80788698028662,0.978909358203529,0.750595190537057,0.388365829407372,0.953820701630697,20.3710853965779,2.03710853965779,-0.0240606366865208,9.82951227830567,0.57775412371617,0.150858462869665,0.344214990479492,0.953207804777191,0.381283121910876,10.8034373729315,NA,NA,"2014-12-02_ovalZVNoIce_green_gps.csv"
"36","ZVNoIce",1.41845737077789,0.431952550178058,1.97876747216581,1.03937750982939,0.662107434659902,0.4411270912986,0.949879743369715,18.0132798099172,1.80132798099172,-0.0304642446646279,8.45615493138813,0.479787811634691,0.149754748028764,0.342953501311532,0.947405181536412,0.378962072614565,9.84655315859492,NA,NA,"2014-12-02_ovalZVNoIce_greenGreenOval_red__gps.csv"
"37","ZVNoIce",1.49181330052165,0.620460713195635,2.32229394011613,1.21427881602496,0.938191025788276,0.522096537752613,0.931047967205709,13.0641679543156,1.30641679543156,-0.003382701391593,5.62822331902449,0.335850336225073,0.146277834232318,0.338948878670249,0.928897322383501,0.3715589289534,10.7976276098317,NA,NA,"2014-12-09_ovalZVNoIce_green_gps.csv"
"38","ZVNoIce",1.65237283689592,0.582627550025011,1.5103570471765,0.833366541343222,0.662085121978385,0.832915128331184,0.965904382497051,28.2977047995517,2.82977047995517,-0.0240105666150888,12.7026974683573,0.839583690080803,0.153289233233227,0.3469770630027,0.965867633425834,0.386347053370334,10.4225146263626,12,0.871364493824165,"2014-12-09_ovalZVNoIce_red_gps.csv"
"39","ZVIce",1.03469351119777,0.433450722286002,2.68692143034594,1.36965330293269,1.14344475114705,0.290570467838397,0.910627568317718,10.1612639916233,1.01612639916233,-0.00814862572542641,6.10567838593736,0.252700232295596,0.142869235167362,0.334976469183202,0.910404412909639,0.364161765163856,10.0620829994712,NA,NA,"2014-12-05_ovalZVIce_blue_gps.csv"
"40","ZVIce",1.25931845882036,0.525954045260235,2.38949822608939,1.17897435781313,0.845288471235567,0.220132086921931,0.939390189467061,13.8886906877663,1.38886906877663,-0.0139046884301356,6.36656536047487,0.320701331109291,0.147012040234043,0.33979844966852,0.932834926793014,0.373133970717205,9.79310267932592,NA,NA,"2014-12-05_ovalZVIce_red_gps.csv"
